date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:49:45	61857/61857	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Mar%202018%2001:10:52%20GMT	http://tamzidhossain.info/html/jalapino-online/css/style1.css	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/css/style1.css	(from http://tamzidhossain.info/html/jalapino-online/)
11:49:45	27949/27949	---M--	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202017%2003:38:42%20GMT	http://tamzidhossain.info/html/jalapino-online/css/animate-header.css	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/css/animate-header.css	(from http://tamzidhossain.info/html/jalapino-online/)
11:49:54	85582/85582	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Nov%202016%2005:30:42%20GMT	http://tamzidhossain.info/html/jalapino-online/js/ajax-jquery.min.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/ajax-jquery.min.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:50:24	225819/225819	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202018%2002:40:28%20GMT	http://tamzidhossain.info/html/jalapino-online/img/portfolios/graphics/1.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/portfolios/graphics/1.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:50:27	238016/238016	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202018%2002:39:16%20GMT	http://tamzidhossain.info/html/jalapino-online/img/portfolios/web/1.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/portfolios/web/1.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:51:18	196092/196092	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202018%2002:39:38%20GMT	http://tamzidhossain.info/html/jalapino-online/img/portfolios/web/2.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/portfolios/web/2.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:52:01	796087/796087	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202018%2002:47:00%20GMT	http://tamzidhossain.info/html/jalapino-online/img/portfolios/development/1.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/portfolios/development/1.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:52:37	804560/804560	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202018%2002:41:38%20GMT	http://tamzidhossain.info/html/jalapino-online/img/portfolios/development/2.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/portfolios/development/2.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:52:40	231244/231244	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202018%2002:40:02%20GMT	http://tamzidhossain.info/html/jalapino-online/img/portfolios/web/3.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/portfolios/web/3.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:52:45	26213/26213	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jan%202018%2015:09:22%20GMT	http://tamzidhossain.info/html/jalapino-online/img/client1.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/client1.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:52:49	22148/22148	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jan%202018%2015:09:32%20GMT	http://tamzidhossain.info/html/jalapino-online/img/client2.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/client2.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:52:50	911319/911319	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jan%202018%2002:40:58%20GMT	http://tamzidhossain.info/html/jalapino-online/img/portfolios/graphics/2.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/portfolios/graphics/2.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:52:54	23953/23953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jan%202018%2015:09:38%20GMT	http://tamzidhossain.info/html/jalapino-online/img/client3.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/client3.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:52:57	11698/11698	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2020:34:54%20GMT	http://tamzidhossain.info/html/jalapino-online/img/client4.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/client4.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:53:17	10382/10382	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2020:35:24%20GMT	http://tamzidhossain.info/html/jalapino-online/img/client5.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/client5.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:54:53	365/365	---M--	403	error ('Forbidden')	text/html	date:Sun,%2010%20Jun%202018%2006:54:53%20GMT	http://tamzidhossain.info/html/jalapino-online/www.facebook.com	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/www.facebook.1f.delayed	(from http://tamzidhossain.info/html/jalapino-online/)
11:54:53	10405/10405	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2020:35:48%20GMT	http://tamzidhossain.info/html/jalapino-online/img/client6.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/client6.jpg	(from http://tamzidhossain.info/html/jalapino-online/)
11:54:54	364/364	---M--	403	error ('Forbidden')	text/html	date:Sun,%2010%20Jun%202018%2006:54:53%20GMT	http://tamzidhossain.info/html/jalapino-online/www.twitter.com	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/www.twitter.20.delayed	(from http://tamzidhossain.info/html/jalapino-online/)
11:54:54	366/366	---M--	403	error ('Forbidden')	text/html	date:Sun,%2010%20Jun%202018%2006:54:54%20GMT	http://tamzidhossain.info/html/jalapino-online/www.pinterest.com	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/www.pinterest.21.delayed	(from http://tamzidhossain.info/html/jalapino-online/)
11:54:57	365/365	---M--	403	error ('Forbidden')	text/html	date:Sun,%2010%20Jun%202018%2006:54:56%20GMT	http://tamzidhossain.info/html/jalapino-online/www.linkedin.com	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/www.linkedin.22.delayed	(from http://tamzidhossain.info/html/jalapino-online/)
11:54:58	364/364	---M--	403	error ('Forbidden')	text/html	date:Sun,%2010%20Jun%202018%2006:54:57%20GMT	http://tamzidhossain.info/html/jalapino-online/www.behance.com	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/www.behance.23.delayed	(from http://tamzidhossain.info/html/jalapino-online/)
11:54:59	366/366	---M--	403	error ('Forbidden')	text/html	date:Sun,%2010%20Jun%202018%2006:54:58%20GMT	http://tamzidhossain.info/html/jalapino-online/www.instagram.com	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/www.instagram.24.delayed	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:01	417/417	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Dec%202016%2002:36:10%20GMT	http://tamzidhossain.info/html/jalapino-online/js/wow-anim.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/wow-anim.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:03	15547/15547	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20Aug%202016%2005:52:54%20GMT	http://tamzidhossain.info/html/jalapino-online/js/wow.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/wow.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:03	6055/6055	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202016%2007:01:24%20GMT	http://tamzidhossain.info/html/jalapino-online/assets/js/form-validator.min.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/assets/js/form-validator.min.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:04	36868/36868	---M--	200	added ('OK')	application/javascript	date:Sun,%2007%20Aug%202016%2008:36:20%20GMT	http://tamzidhossain.info/html/jalapino-online/js/bootstrap.min.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/bootstrap.min.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:04	1607/1607	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Oct%202016%2007:01:24%20GMT	http://tamzidhossain.info/html/jalapino-online/assets/js/contact-form-script.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/assets/js/contact-form-script.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:05	2379/2379	---M--	200	added ('OK')	application/javascript	date:Tue,%2015%20Nov%202016%2005:22:18%20GMT	http://tamzidhossain.info/html/jalapino-online/js/jquery.scrolly.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/jquery.scrolly.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:07	3182/3182	---M--	200	added ('OK')	application/javascript	date:Fri,%2002%20Dec%202016%2014:38:30%20GMT	http://tamzidhossain.info/html/jalapino-online/js/jquery.fancybox-buttons.js?v=1.0.5	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/jquery.fancybox-buttons3447.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:08	4016/4016	---M--	200	added ('OK')	application/javascript	date:Fri,%2002%20Dec%202016%2014:40:46%20GMT	http://tamzidhossain.info/html/jalapino-online/js/jquery.fancybox-thumbs.js?v=1.0.7	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/jquery.fancybox-thumbsf2ad.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:09	5305/5305	---M--	200	added ('OK')	application/javascript	date:Wed,%2031%20Aug%202016%2006:33:36%20GMT	http://tamzidhossain.info/html/jalapino-online/js/jquery.fancybox-media.js?v=1.0.6	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/jquery.fancybox-mediac924.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:10	50449/50449	---M--	200	added ('OK')	application/javascript	date:Wed,%2014%20Dec%202016%2020:36:34%20GMT	http://tamzidhossain.info/html/jalapino-online/js/jquery.fancybox.js?v=2.1.5	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/jquery.fancybox8cbb.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:12	1067/1067	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Nov%202016%2017:12:22%20GMT	http://tamzidhossain.info/html/jalapino-online/js/jquery.counterup.min.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/jquery.counterup.min.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:12	23135/23135	---M--	200	added ('OK')	application/javascript	date:Wed,%2031%20Aug%202016%2006:33:36%20GMT	http://tamzidhossain.info/html/jalapino-online/js/jquery.fancybox.pack.js?v=2.1.5	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/jquery.fancybox.pack8cbb.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:13	2978/2978	---M--	200	added ('OK')	application/javascript	date:Thu,%2016%20Mar%202017%2005:56:40%20GMT	http://tamzidhossain.info/html/jalapino-online/js/main.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/main.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:14	28935/28935	---M--	200	added ('OK')	application/javascript	date:Fri,%2028%20Oct%202016%2018:22:22%20GMT	http://tamzidhossain.info/html/jalapino-online/js/jquery.mixitup.min.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/jquery.mixitup.min.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:14	5126/5126	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Dec%202017%2004:24:20%20GMT	http://tamzidhossain.info/html/jalapino-online/js/skillbar-animation.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/skillbar-animation.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:14	569/569	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Feb%202018%2020:56:30%20GMT	http://tamzidhossain.info/html/jalapino-online/js/button.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/button.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:15	7752/7752	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Feb%202018%2020:56:30%20GMT	http://tamzidhossain.info/html/jalapino-online/js/animation.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/animation.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:18	357/357	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Feb%202018%2020:56:30%20GMT	http://tamzidhossain.info/html/jalapino-online/js/test.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/test.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:19	376/376	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:19%20GMT	http://tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.eot	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.39.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/bootstrap.min.css)
11:55:20	23936/23936	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Feb%202018%2019:13:26%20GMT	http://tamzidhossain.info/html/jalapino-online/js/owl.carousel.min.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/owl.carousel.min.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:20	376/376	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:20%20GMT	http://tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.eot?	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.3ad41d.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/bootstrap.min.css)
11:55:21	378/378	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:21%20GMT	http://tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.woff2	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.3b.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/bootstrap.min.css)
11:55:22	377/377	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:22%20GMT	http://tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.woff	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.3c.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/bootstrap.min.css)
11:55:23	376/376	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:23%20GMT	http://tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.ttf	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.3d.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/bootstrap.min.css)
11:55:24	376/376	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:23%20GMT	http://tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.svg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/fonts/glyphicons-halflings-regular.3e.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/bootstrap.min.css)
11:55:28	71896/71896	---M--	200	added ('OK')	text/html	date:Tue,%2009%20Aug%202016%2021:28:30%20GMT	http://tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont.woff2?v=4.6.3	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont5b62.html	(from http://tamzidhossain.info/html/jalapino-online/css/font-awesome.min.css)
11:55:36	256807/256807	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Feb%202018%2019:12:34%20GMT	http://tamzidhossain.info/html/jalapino-online/js/jquery-2.1.4.js	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/js/jquery-2.1.4.js	(from http://tamzidhossain.info/html/jalapino-online/)
11:55:38	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2009%20Aug%202016%2021:28:30%20GMT	http://tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont.eot?v=4.6.3	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont5b62.eot	(from http://tamzidhossain.info/html/jalapino-online/css/font-awesome.min.css)
11:55:39	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2009%20Aug%202016%2021:28:30%20GMT	http://tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont.eot?	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/font/fontawesome-webfontd41d.eot	(from http://tamzidhossain.info/html/jalapino-online/css/font-awesome.min.css)
11:55:42	391622/391622	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2009%20Aug%202016%2021:28:30%20GMT	http://tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont.svg?v=4.6.3	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont5b62.svg	(from http://tamzidhossain.info/html/jalapino-online/css/font-awesome.min.css)
11:55:42	383/383	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:40%20GMT	http://tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.eot	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.45.delayed	(from http://tamzidhossain.info/html/jalapino-online/assets/css/bootstrap.min.css)
11:55:43	383/383	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:43%20GMT	http://tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.eot?	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.46d41d.delayed	(from http://tamzidhossain.info/html/jalapino-online/assets/css/bootstrap.min.css)
11:55:44	90412/90412	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2009%20Aug%202016%2021:28:30%20GMT	http://tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont.woff?v=4.6.3	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont5b62.woff	(from http://tamzidhossain.info/html/jalapino-online/css/font-awesome.min.css)
11:55:44	385/385	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:44%20GMT	http://tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.woff2	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.47.delayed	(from http://tamzidhossain.info/html/jalapino-online/assets/css/bootstrap.min.css)
11:55:45	384/384	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:45%20GMT	http://tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.48.delayed	(from http://tamzidhossain.info/html/jalapino-online/assets/css/bootstrap.min.css)
11:55:46	383/383	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:46%20GMT	http://tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.ttf	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.49.delayed	(from http://tamzidhossain.info/html/jalapino-online/assets/css/bootstrap.min.css)
11:55:47	383/383	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:47%20GMT	http://tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.svg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/assets/fonts/glyphicons-halflings-regular.4a.delayed	(from http://tamzidhossain.info/html/jalapino-online/assets/css/bootstrap.min.css)
11:55:48	354/354	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:48%20GMT	http://tamzidhossain.info/html/jalapino-online/css/grabbing.png	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/css/grabbing.4b.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/owl.carousel.min.css)
11:55:49	152796/152796	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2009%20Aug%202016%2021:28:30%20GMT	http://tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont.ttf?v=4.6.3	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/font/fontawesome-webfont5b62.ttf	(from http://tamzidhossain.info/html/jalapino-online/css/font-awesome.min.css)
11:55:49	356/356	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:49%20GMT	http://tamzidhossain.info/html/jalapino-online/css/AjaxLoader.gif	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/css/AjaxLoader.4c.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/owl.theme.min.css)
11:55:51	32654/32654	---M--	200	added ('OK')	image/gif	date:Sat,%2029%20Oct%202016%2007:49:42%20GMT	http://tamzidhossain.info/html/jalapino-online/img/loader1.gif	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/loader1.gif	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:55:52	351/351	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:51%20GMT	http://tamzidhossain.info/html/jalapino-online/img/aimg1.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/aimg1.4f.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
11:55:53	351/351	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2010%20Jun%202018%2006:55:52%20GMT	http://tamzidhossain.info/html/jalapino-online/img/aimg2.jpg	C:/Users/CoolBoy/Desktop/portfolio/tamzidhossain.info/html/jalapino-online/img/aimg2.50.delayed	(from http://tamzidhossain.info/html/jalapino-online/css/style1.css)
